Round,Multi-Hop (DC-MHRM + Q-Learning),Single-Hop (Baseline Placeholder)
722,159.74924652860685,-22913.201421627728
723,159.46408686084177,-22950.098686396854
724,159.1800085003904,-22986.995951165984
725,158.8972259531311,-23023.89321593511
726,158.61603357354886,-23060.790480704236
727,158.33435901771222,-23097.687745473362
728,158.0532138505339,-23134.585010242492
729,157.77210643995105,-23171.48227501162
730,157.49270872379384,-23208.379539780744
731,157.21516317824822,-23245.27680454987
732,156.93572943051774,-23282.174069318997
733,156.65889453978303,-23319.071334088123
734,156.3840558131953,-23355.96859885725
735,156.11081079208248,-23392.865863626375
736,155.84052877184854,-23429.763128395505
737,155.57051475151326,-23466.66039316463
738,155.2982367705047,-23503.557657933758
739,155.02877024940668,-23540.454922702884
740,154.76216099957102,-23577.352187472014
741,154.49617219506192,-23614.24945224114
742,154.23315333472502,-23651.146717010266
743,153.97077913244698,-23688.043981779392
744,153.7094650895104,-23724.94124654852
745,153.4487979485633,-23761.838511317645
746,153.1872909386242,-23798.73577608677
747,152.92650942794455,-23835.633040855897
748,152.6650613101351,-23872.530305625023
749,152.40427700257166,-23909.427570394153
750,152.14364688052532,-23946.32483516328
751,151.878637384482,-23983.222099932405
752,151.61674372920504,-24020.11936470153
753,151.35735489162454,-24057.01662947066
754,151.09743114992722,-24093.913894239788
755,150.83874670334137,-24130.811159008914
756,150.57979548787608,-24167.70842377804
757,150.32182825978853,-24204.605688547166
758,150.06482043685986,-24241.502953316292
759,149.81059614716338,-24278.40021808542
760,149.55636825784663,-24315.297482854545
761,149.30124524621286,-24352.194747623675
762,149.04798794694673,-24389.0920123928
763,148.7825617591195,-24425.989277161927
764,148.51563535562894,-24462.886541931053
765,148.25108093809962,-24499.783806700183
766,147.98700093814995,-24536.68107146931
767,147.72432299092722,-24573.578336238435
768,147.46242841137672,-24610.47560100756
769,147.20072230838912,-24647.372865776688
770,146.93801000462534,-24684.270130545814
771,146.6772570476408,-24721.16739531494
772,146.41648296295912,-24758.064660084066
773,146.15657287570187,-24794.961924853193
774,145.89629867847592,-24831.859189622322
775,145.63420154437108,-24868.75645439145
776,145.3709098070993,-24905.653719160575
777,145.10923471153598,-24942.5509839297
778,144.8484362494428,-24979.44824869883
779,144.58996170631855,-25016.345513467957
780,144.33300073071905,-25053.242778237083
781,144.07853298262648,-25090.14004300621
782,143.81299024730322,-25127.037307775336
783,143.54768128377603,-25163.934572544462
784,143.2817163407996,-25200.831837313588
785,143.02222161441426,-25237.729102082714
786,142.76328466749698,-25274.626366851844
787,142.50493284151833,-25311.52363162097
788,142.24519430136843,-25348.420896390096
789,141.99099011367952,-25385.318161159223
790,141.73688224489587,-25422.215425928352
791,141.48175754624876,-25459.11269069748
792,141.2300732394841,-25496.009955466605
793,140.97988358252445,-25532.90722023573
794,140.72966702660975,-25569.804485004857
795,140.48156662177695,-25606.701749773983
796,140.23265162560074,-25643.59901454311
797,139.98396315863394,-25680.496279312236
798,139.73391985971307,-25717.393544081362
799,139.4852246384667,-25754.290808850492
800,139.2339052359117,-25791.188073619618
801,138.98771563294585,-25828.085338388744
802,138.73999158784628,-25864.98260315787
803,138.49336684440917,-25901.879867926997
804,138.2480207835615,-25938.777132696123
805,138.000420230247,-25975.674397465256
806,137.7568407383444,-26012.571662234383
807,137.5133392144619,-26049.468927003505
808,137.27045908159266,-26086.36619177263
809,137.02777038417742,-26123.263456541757
810,136.78386592642795,-26160.160721310884
811,136.54060941018398,-26197.05798608001
812,136.29848325206814,-26233.955250849136
813,136.05377593609205,-26270.85251561827
814,135.8102782998098,-26307.749780387396
815,135.56877536267353,-26344.647045156522
816,135.32934249659706,-26381.544309925648
817,135.091721215263,-26418.441574694774
818,134.85517893129474,-26455.3388394639
819,134.61807768505807,-26492.236104233027
820,134.3825106322461,-26529.133369002153
821,134.14709485559283,-26566.030633771275
822,133.91106460769365,-26602.92789854041
823,133.67544032182454,-26639.825163309535
824,133.43842799240718,-26676.72242807866
825,133.20492483436735,-26713.619692847788
826,132.97311994286906,-26750.516957616914
827,132.73990601379845,-26787.41422238604
828,132.5071704296232,-26824.311487155166
829,132.27618969408746,-26861.208751924292
830,132.04392803302505,-26898.106016693426
831,131.81156479337852,-26935.003281462552
832,131.57910608001637,-26971.900546231675
833,131.35062294111432,-27008.7978110008
834,131.12208470292975,-27045.695075769927
835,130.8934749576039,-27082.592340539053
836,130.66463879178073,-27119.48960530818
837,130.43775152660214,-27156.386870077306
838,130.2084670422089,-27193.28413484644
839,129.97891760235555,-27230.181399615565
840,129.7539857866473,-27267.07866438469
841,129.53129475442347,-27303.975929153818
842,129.30757978735357,-27340.873193922944
843,129.08441817429613,-27377.77045869207
844,128.86317359553968,-27414.667723461196
845,128.64193060955205,-27451.564988230322
846,128.41978710328334,-27488.462252999445
847,128.19884890624076,-27525.35951776858
848,127.977332645384,-27562.256782537705
849,127.7585232977682,-27599.15404730683
850,127.54026515078444,-27636.051312075957
851,127.32106768940676,-27672.948576845083
852,127.10367347631846,-27709.84584161421
853,126.88517762135636,-27746.743106383336
854,126.66749091849141,-27783.64037115246
855,126.45341263698981,-27820.537635921595
856,126.24014156819156,-27857.43490069072
857,126.02730940029294,-27894.332165459844
858,125.81524767901931,-27931.22943022897
859,125.60285999339655,-27968.126694998096
860,125.39130009155178,-28005.023959767223
861,125.17788348962935,-28041.92122453635
862,124.96445603269399,-28078.818489305475
863,124.75276560131496,-28115.71575407461
864,124.53905887964817,-28152.613018843735
865,124.32505608856076,-28189.51028361286
866,124.11195855399421,-28226.407548381987
867,123.90016531401756,-28263.304813151113
868,123.68390790954419,-28300.20207792024
869,123.4707288936374,-28337.099342689366
870,123.2593611946484,-28373.99660745849
871,123.054129195618,-28410.89387222762
872,122.85002887391548,-28447.791136996748
873,122.646648301099,-28484.688401765874
874,122.44417597605363,-28521.585666535
875,122.24373998327724,-28558.482931304126
876,122.04491575378583,-28595.380196073253
877,121.84615334087607,-28632.27746084238
878,121.64752931304795,-28669.174725611505
879,121.44765050630632,-28706.07199038063
880,121.2487195487438,-28742.969255149765
881,121.04871602693515,-28779.86651991889
882,120.84976099175495,-28816.763784688013
883,120.6505588126933,-28853.66104945714
884,120.45729835261992,-28890.558314226266
885,120.26361804898283,-28927.455578995392
886,120.06453987043632,-28964.35284376452
887,119.86478807577015,-29001.250108533644
888,119.6657959092998,-29038.147373302778
889,119.46616959849436,-29075.044638071904
890,119.26892582188782,-29111.94190284103
891,119.07082919940233,-29148.839167610156
892,118.87263608073754,-29185.736432379283
893,118.67553362078857,-29222.63369714841
894,118.4780633072239,-29259.530961917535
895,118.2813344778245,-29296.42822668666
896,118.08414128576176,-29333.32549145579
897,117.88720030773301,-29370.222756224917
898,117.68943975020869,-29407.120020994043
899,117.49239409001174,-29444.01728576317
900,117.29547308475708,-29480.914550532296
901,117.09884829676466,-29517.811815301422
902,116.9030898832648,-29554.70908007055
903,116.70540465105825,-29591.606344839674
904,116.50936726509,-29628.5036096088
905,116.31363612066123,-29665.400874377934
906,116.11797238730813,-29702.29813914706
907,115.92379020225484,-29739.195403916183
908,115.72952423427279,-29776.09266868531
909,115.53379396266784,-29812.989933454435
910,115.33896011434175,-29849.88719822356
911,115.1446386923893,-29886.784462992688
912,114.95117460834805,-29923.681727761814
913,114.75841408816956,-29960.578992530947
914,114.56526646179404,-29997.476257300073
915,114.3717446867608,-30034.3735220692
916,114.17982417909994,-30071.270786838326
917,113.98820071604834,-30108.168051607452
918,113.79781862565169,-30145.06531637658
919,113.60707275438828,-30181.962581145704
920,113.41708359271651,-30218.85984591483
921,113.22561172594585,-30255.75711068396
922,113.03449736163697,-30292.654375453087
923,112.84132112736188,-30329.551640222213
924,112.65219343591147,-30366.44890499134
925,112.46474935258846,-30403.346169760465
926,112.27774463003271,-30440.24343452959
927,112.0899264508221,-30477.140699298718
928,111.90356996575463,-30514.037964067844
929,111.71939005103724,-30550.93522883697
930,111.53364551714998,-30587.832493606104
931,111.34998487971043,-30624.72975837523
932,111.16694037936756,-30661.627023144352
933,110.98420279622955,-30698.52428791348
934,110.80150854669196,-30735.421552682605
935,110.61982999966692,-30772.31881745173
936,110.43860819557807,-30809.216082220857
937,110.25767013405701,-30846.113346989983
938,110.0777704713712,-30883.010611759117
939,109.8970410858688,-30919.907876528243
940,109.71750870409619,-30956.80514129737
941,109.53973590589378,-30993.702406066495
942,109.36240975693735,-31030.59967083562
943,109.18589834867377,-31067.496935604748
944,109.01006663398908,-31104.394200373874
945,108.83395470713288,-31141.291465143
946,108.65814864919642,-31178.18872991213
947,108.48249144920803,-31215.085994681256
948,108.30562733158149,-31251.983259450382
949,108.13061941360478,-31288.88052421951
950,107.95720869638964,-31325.777788988635
951,107.78337886015272,-31362.67505375776
952,107.6093208744989,-31399.572318526887
953,107.4365901811461,-31436.469583296013
954,107.26274310707532,-31473.36684806514
955,107.08968627816976,-31510.264112834273
956,106.91777099805141,-31547.1613776034
957,106.74697199213531,-31584.05864237252
958,106.57582352498784,-31620.955907141648
959,106.40460167273702,-31657.853171910774
960,106.23486040622178,-31694.7504366799
961,106.06719972062143,-31731.647701449026
962,105.90044386643083,-31768.544966218153
963,105.73439214718411,-31805.442230987286
964,105.56870730554824,-31842.339495756412
965,105.40327937969204,-31879.23676052554
966,105.23919757037457,-31916.134025294665
967,105.07460483376835,-31953.03129006379
968,104.90976395810341,-31989.928554832917
969,104.74739105595839,-32026.825819602043
970,104.58560649034439,-32063.72308437117
971,104.42376068071823,-32100.6203491403
972,104.26217337283083,-32137.517613909426
973,104.10069278977646,-32174.41487867855
974,103.93968059127789,-32211.312143447678
975,103.77851586325215,-32248.209408216804
976,103.61774289904749,-32285.10667298593
977,103.45749791618562,-32322.003937755057
978,103.2967087843611,-32358.901202524183
979,103.136200240804,-32395.79846729331
980,102.97452993949841,-32432.695732062442
981,102.81495056944601,-32469.59299683157
982,102.65626117390134,-32506.49026160069
983,102.49980109472932,-32543.387526369817
984,102.34318436427586,-32580.284791138944
985,102.18631770471416,-32617.18205590807
986,102.03016413245211,-32654.079320677196
987,101.87392757010362,-32690.976585446322
988,101.718936730818,-32727.873850215456
989,101.56333428137933,-32764.77111498458
990,101.40789825841435,-32801.668379753704
991,101.25271924184263,-32838.56564452283
992,101.10049213020397,-32875.46290929196
993,100.947887981664,-32912.36017406108
994,100.7972496637706,-32949.25743883021
995,100.64591868575056,-32986.154703599335
996,100.49491879102125,-33023.05196836847
997,100.34456748946296,-33059.949233137595
998,100.19436980720175,-33096.84649790672
999,100.03942158220848,-33133.74376267585
1000,99.88533840377995,-33170.64102744497
