X,Y,Residual Energy (J)
51.02260248756241,58.09091202854422,0.0
488.543603736348,664.4715327358093,0.0
715.946229616479,113.35781073075093,0.0
624.3194868680288,36.38762041774635,0.0
666.9604962873917,257.2537365772229,0.0
321.40624149198374,303.11574550696173,0.0
919.3294768613194,582.540940022994,0.0
75.89872111382422,535.9876575206135,0.0
635.2436546522308,43.10444473043273,0.0
437.087094047865,94.85564684048154,0.0
567.4648795846549,211.2276339071552,0.0
325.9260082260942,762.9105303015283,0.0
957.573983108604,882.7879786893199,0.0
259.854676643996,885.8212775722884,0.0
944.9209181035872,528.8440245345026,0.0
774.3804681509232,738.6634980279619,0.0
715.1441657504575,265.9884626128859,0.0
687.5127885108011,139.984536051348,0.0
47.49062764827316,103.76457259976812,0.0
797.9259424661853,182.86185954697945,0.0
257.9350129122272,566.283526605725,0.0
492.8821475003666,708.1899327941887,0.1263734979301217
264.33910275227146,241.362732274642,0.0
738.7784369910013,886.3895074239878,0.0
275.4012362302304,603.9505785341133,0.0
79.3588995085478,518.2459891734934,0.0
773.1097033354619,122.5238559757692,0.0
443.1503440127773,246.69777001723943,0.0
713.4100087187235,393.2540403043248,0.0
716.5815762999,39.98461672097975,0.0
177.9883968437377,602.8066148249536,0.0
370.4782521556507,26.67150290982967,0.0
675.8646938377855,162.0151772131,0.0
751.2739387941797,800.2060488289126,0.0
261.9053588772403,601.1910703479592,0.0
382.3443916841365,994.6770978273292,0.0
523.6793496158973,928.698309299814,0.0
399.1781779667784,242.9106415378596,0.0
487.7893737086162,761.3733268263207,0.0
65.16671026665355,970.7991108324052,0.0
519.5950111606378,249.49705044203077,0.0
550.9298288430637,254.8447427886854,0.0
157.47396301804207,88.91150443309547,0.0
530.3723356946246,750.4912583459732,0.0
203.1823937495869,803.2514404019238,0.0
274.76453102103983,117.16613494954476,0.0
456.8866460049497,312.16013599748084,0.0
931.8463746813376,666.2533868297688,0.0
877.8790688310604,765.6800403974921,0.0
668.6737391420656,422.6965711663103,0.0
505.1229542290858,312.63173750211115,0.0
146.5865617009936,1.1460117345440946,0.0
551.106520437209,311.28238048643163,0.0
423.1524529999848,452.0222888646513,0.0
734.2255119142568,460.0917909828341,0.0
25.517039044314902,825.3682268818391,0.0
146.18816082417706,525.4441676067869,0.0
438.45202482104753,167.979404220568,0.0
232.75692458260252,239.69167052896316,0.0
218.85256199715383,686.2375193728892,0.0
519.4154750118593,879.4279600221297,0.0
68.96925417006861,383.9299417110775,0.0
6.46136401891928,269.22251915630034,0.0
795.5179211832373,953.366042142661,0.0
191.04079373938475,505.6622720639427,0.0
897.2377609817694,853.6588224682027,0.0
429.8861214509615,221.3655002050826,0.0
20.551376103639218,321.2507442205779,0.0
212.80102499997355,620.9209644904661,0.0
85.13667487115639,238.97306024790663,0.0
483.53906570543006,556.9391634388581,0.0
889.5466054080252,560.3922814947229,0.0
892.8919865546832,835.8192624740009,0.0
333.1410420128127,525.8254361393809,0.0
171.9316958526239,833.4229438345785,0.0
693.8306686736547,958.63879846949,0.0
611.5282132216555,639.7554802692923,0.0
990.3232997999362,726.5189870524833,0.0
766.1633666398159,460.1086244616676,0.0
944.8838675374708,856.1837971172472,0.0
269.46877645699465,978.3894005528614,0.0
881.7580999028664,951.1664314933078,0.0
516.6607761783871,287.2807016209137,0.0
853.2747709473805,293.4981730031271,0.0
447.2920657007059,950.1028781738572,0.0
240.9583750660877,327.4978051625772,0.0
306.8247665838143,713.9184142530412,0.0
440.3169778765957,966.2136160356478,0.0
386.7477731995839,87.4401502945551,0.0
683.3728454170156,374.2383916572469,0.0
973.5539536654752,944.1996555916296,0.0
890.3095425363588,654.817004289589,0.0
121.48879668451828,215.05492953447532,0.0
468.5126094599861,776.204108738109,0.0
195.0822781406708,609.5583524125602,0.0
547.0256194320854,652.5846230601607,0.0
812.8422543207353,572.4642401653334,0.0
123.02993181970344,396.369621848854,0.0
967.3099389241432,402.61212521384846,0.0
983.0498061896728,178.53873695330114,0.0
165.41058473916004,598.7610652894654,0.0
455.8711906100624,549.9626552491721,0.0
966.627746684916,11.926925673408364,0.0
163.45435007991006,314.2780079397521,0.0
65.08576724237048,837.7338461331394,0.0
781.1861584633401,419.27506693986174,0.0
160.74080914062162,81.20158973585035,0.0
970.6211152621744,667.7411259341419,0.0
670.4869109579255,481.2488635635284,0.0
32.67329013103315,764.0304307588478,0.0
857.8368251030499,741.490434644622,0.0
11.001634071750368,746.697558988547,0.0
414.0404937687708,692.7535780014807,0.0
10.25355285247298,456.98894630731377,0.0
267.9575408179724,210.0730952974823,0.0
979.8083319281386,717.1105367733367,0.0
93.37884508936534,932.9735730341138,0.0
222.70547940481245,447.8339652195621,0.0
138.82796437098378,611.7461115243767,0.0
455.1485733013569,416.9979277808531,0.0
429.8788428974341,110.82100346367152,0.0
734.2549287621874,330.5480706702855,0.0
589.0026013997641,114.43899675704594,0.0
633.9739781715145,632.6632648970295,0.0
85.95990968006262,241.9527996544819,0.0
18.77425945315225,766.9104889147276,0.0
1.09351346077724,296.7775651514616,0.0
62.93020092830093,227.2045738488242,0.0
40.318161602856506,789.6094552327775,0.0
772.2117519331615,459.1861115098106,0.0
452.7744899248629,439.2907185524202,0.0
73.43438218597132,89.08945866182694,0.0
536.3936361721512,928.3364698941876,0.0
31.509089706694525,666.8353833443604,0.0
943.9116908416275,471.4674251013029,0.0
450.8846183512624,55.114671618420985,0.0
401.0424347990407,248.0341583724084,0.0
690.569730167239,908.716814340122,0.0
299.11715912077,138.50695289881253,0.0
970.2290486059588,68.6820494296636,0.0
6.2002218020561495,783.0493945785871,0.0
89.6966860401941,857.7862775205808,0.0
549.2226360873647,104.7170621239406,0.0
820.5303285515671,536.1654563964863,0.0
891.5831784185303,324.7850114413713,0.0
476.06923897857536,505.0449066854464,0.0
787.6103692148279,176.98010079920888,0.0
425.7948632163332,559.4409575007329,0.0
331.6018178960486,746.4908064707515,0.0
326.98306569391934,918.6675269907522,0.0
684.8272811732021,321.5184876672096,0.0
106.08250498295168,324.2358350518247,0.0
48.9489927308786,498.6228431986369,0.0
838.8111896747525,559.1837564498609,0.0
813.7255772268845,755.2173004630406,0.0
376.245420840036,784.5416135487582,0.0
934.8296904906882,911.8288785631028,0.0
230.06424667405813,659.4697832271779,0.0
507.8389974709855,720.4869269190237,0.0
422.52986739817976,689.6120288112944,0.0
126.64133714236992,978.2182720003344,0.0
80.85903433443009,905.4880912261692,0.0
468.9708373459499,794.9409498477256,0.0
387.5589619004548,584.9465102112903,0.0
64.65672289793633,992.9101428371224,0.0
526.4829048530887,656.9203640797786,0.0
974.3032201368792,868.3745301192376,0.0
305.4571745756851,306.9784569397346,0.0
568.80473768504,306.8014691973776,0.0
993.0357470594972,757.3541024048111,0.0
594.7518050230673,725.930113094771,0.43436273848350415
18.44421373925842,647.210901134519,0.0
366.1502600025146,320.6390713449907,0.0
701.976205101321,231.55033106019184,0.0
186.60285959931645,789.0041326925164,0.0
746.3360782546795,355.9700166561496,0.0
836.1917751358468,384.6320075215215,0.0
739.0186848588315,634.9162914283548,0.0
344.2480166226688,622.7466368844463,0.0
223.11674151321225,306.4844722459892,0.0
755.7662493595693,913.5374914282404,0.0
828.4388061639727,90.85810031763586,0.0
955.922550038639,770.5329849592656,0.0
421.6301949725483,785.5641820612802,0.0
944.5720858097454,966.4711336919606,0.0
226.82211930229712,788.6557274504283,0.0
540.7010822300691,462.991464300524,0.0
220.05417705647488,153.9349192771804,0.0
881.6323660478115,579.2379864018546,0.0
736.8685806282153,894.2154695773683,0.0
659.5383931752187,857.5351770200714,0.007570937680068861
456.8488097151027,374.1785467454669,0.0
965.4938428731404,590.762272512818,0.0
956.3737424737724,62.151541236167176,0.0
191.64838335656376,544.2985254529648,0.0
535.4749076841458,882.5331218165402,0.0
260.7376103154543,138.95658564260685,0.0
482.3365451520663,662.8797184472493,0.0
48.93669262502809,274.02097530085246,0.0
28.452067883331544,589.7780545481797,0.0
309.7940115922209,922.9078559634512,0.0
477.4354652373616,581.8241776003603,0.0
122.52213252611656,756.785923228742,0.0
355.5307875659332,261.2915520453989,0.0
283.22406790535047,735.3125004397971,0.0
296.990857205129,49.58487439334214,0.0
785.3924047485654,888.6508647849315,0.0
807.0812891256073,273.4382130263081,0.0
230.5090824011101,717.1205278574334,0.0
420.64555784013737,709.1986424095414,0.0
95.26842553253024,145.50872509208213,0.0
830.2915167684314,823.9839135841061,0.0
463.32259088316897,854.2648125491821,0.0
393.5235424743393,699.4420423890609,0.0
863.0436220037275,321.4750661093641,0.0
678.7427724662956,802.0118430247812,0.0
174.79708666698656,773.4757117858868,0.0
444.8895111864497,58.4612615459672,0.0
399.4137356349766,239.7510963856436,0.0
624.1293396129315,495.4975299752424,0.0
922.6549997282984,898.1537752865112,0.0
91.23773623083376,763.4729337965316,0.0
798.6990944073742,906.1778090020232,0.0
883.8104746257009,168.01744646538629,0.0
730.1567019258362,236.67331557195803,0.0
401.629717161326,867.8959725600196,0.0
925.09546256457,587.8717756839376,0.0
449.5180027535491,974.3988122236898,0.2975648067365415
527.4142755877502,1.3324889734525058,0.0
345.578201725098,774.2916052639351,0.0
33.79794563529437,857.2956920050957,0.0
936.2523406928408,458.65943180251656,0.0
213.00177033466076,321.1494406321236,0.0
705.226832934834,962.5923745577542,0.0
587.7162116823523,951.2508936449944,0.10554474000556718
195.41645212669533,225.5033253829775,0.0
848.3012088913056,797.2222299148175,0.0
114.7662668274544,137.1739870433234,0.0
695.995407000976,608.9502521657695,0.0
991.4389837507388,671.5870216581768,0.0
445.9268842592568,130.41112554744993,0.0
713.3708132303091,520.8639290421985,0.0
972.6143618398156,736.4810483622576,0.0
732.6326196610413,735.098190056815,0.0
943.21565208611,709.9304817318982,0.0
298.74672287422686,544.6211139052473,0.0
332.2084013069684,826.1839175216251,0.0
232.54255793788505,172.9712737927749,0.0
309.1433188305205,211.55477210949104,0.0
163.30591426747898,290.5546475297629,0.0
94.67778445939436,814.8398521146294,0.0
687.7525239806268,821.4112995725264,0.0
1.010962205385546,514.045329447327,0.0
797.3799165380119,762.886200272575,0.0
127.9510768821569,660.1348606820793,0.0
171.67578246463677,870.4987486046268,0.0
376.6572142743667,720.6920496754906,0.0
824.7788576605395,910.4979899280556,0.0
880.6471877033025,239.0365433008509,0.0
550.4394302198949,457.38904632507695,0.0
100.2651037573138,506.5641787294581,0.0
774.6374883234669,932.9970082855788,0.0
11.48961926277825,773.7919258022007,0.0
967.880254314926,696.0333164751964,0.0
714.5290929349468,555.6175666346476,0.0
925.2729980659088,477.0788090662068,0.0
190.98098957197163,589.3634089435764,0.0
695.9820775319257,729.8368882491836,0.1452538681353713
889.1457334754407,598.2002228295923,0.0
560.5790824761764,335.8983599217039,0.0
97.644956143496,345.34482859023285,0.0
558.6765507080617,65.9315294992826,0.0
684.294349153327,833.4683218417127,0.0
431.9654171754487,992.2073286647412,0.0
576.0469354345238,182.78663423212612,0.0
824.5806790341609,453.3753777228672,0.0
872.6933883312288,557.7020247358654,0.0
234.1945253602905,339.42435842644005,0.0
587.4232611314667,766.2323633646395,0.09496881166982228
753.4413411546032,620.1959439230596,0.0
495.7012719223122,273.9435373332586,0.0
494.4901821045562,35.207764775264664,0.0
800.7243883329872,311.561756252108,0.0
627.3702011778362,20.59709484674821,0.0
20.41338210175536,781.84257795848,0.0
784.6823070149824,911.259843706374,0.0
688.3829024374865,168.38527407658043,0.0
395.37601263581865,352.56029984128054,0.0
179.5833671771745,842.014369017715,0.0
41.6951857905663,724.9089102399377,0.0
612.886394319556,435.23801675909215,0.0
593.0179645019707,769.0814352738511,0.7160057833405529
928.2197582360058,496.3605293907745,0.0
44.19373445692265,895.1238962499273,0.0
985.649453255504,230.40408168869507,0.0
831.3746134659822,991.6322930830844,0.0
717.9582939714966,355.1981310447171,0.0
387.69764558935583,249.74089585392105,0.0
595.0033685235294,142.35708665182975,0.0
359.76724410613616,284.3065619216844,0.0
307.96210470173713,438.2845587307925,0.0
480.0045759630691,643.3883894294446,0.0
151.94939977391476,326.081289798154,0.0
961.9596251076704,220.92585674442344,0.0
489.0414758426499,74.89832815285469,0.0
455.80240240915526,70.63638755679924,0.0
720.0981284247097,173.8081930406139,0.0
729.1745481358375,189.152736171035,0.0
993.8749902349836,264.65405793924555,0.0
94.93194333120114,769.5040734935346,0.0
565.1815536672966,164.121458248775,0.0
176.64071597309828,684.5856338115198,0.0
60.00755680613912,755.8637035810088,0.0
718.849992145117,618.9697609734436,0.0
660.4634834172979,626.1946549136659,0.0
164.50303603332307,431.0512305806324,0.0
652.9600061913533,439.3679172215085,0.0
881.4036274872805,56.41399451916562,0.0
926.3457326042072,657.7984486285244,0.0
924.5601831103309,840.3469748608271,0.0
182.69472281302413,188.9484715288308,0.0
359.70695981951417,718.9352369396461,0.0
933.7935078468784,611.9263046096111,0.0
133.45629693883066,556.2216375487708,0.0
21.906025404303865,267.7906919573101,0.0
425.0213151313456,79.26752872693443,0.0
334.0051164321558,524.0006236289227,0.0
705.8193458341115,256.3295549647109,0.0
615.2121964859726,982.0369728678932,0.47974360218433104
848.0953763224627,663.4232301103408,0.0
529.0754177431229,386.39090114996577,0.0
193.89235611974956,230.81385278613743,0.0
184.44904020070828,943.014814499744,0.0
303.63707718767006,219.3561378982295,0.0
581.3052246508117,373.4629311199147,0.0
953.4146259457468,340.7199561905395,0.0
400.7917968216117,908.9137405763248,0.0
157.17919825404192,64.3245023381388,0.0
435.4169941980612,149.609306835672,0.0
316.6955146969204,798.9007191233386,0.0
234.42608369299933,170.4697358489058,0.0
277.244465741981,368.9147859944882,0.0
169.16671886408486,728.7991975088011,0.0
843.7065322953342,254.48055036700035,0.0
335.89577250960923,436.5058377075738,0.0
464.88783240393695,621.4540418407265,0.0
341.22765063943785,507.8817128435679,0.0
544.4890468740333,93.40045467570712,0.0
273.7231433042992,107.72313348589267,0.0
168.44753574892923,620.8113717137405,0.0
611.4350652033537,571.680110291233,0.0
171.8625308663818,134.06826116593697,0.0
446.2256265721069,516.3421916610405,0.0
786.6125708876237,841.5160058616308,0.0
744.3875936820331,819.2935315067007,0.0
472.73488003552,488.57629658045886,0.0
312.5693679253644,18.79263877685544,0.0
218.24570750504256,599.304781849318,0.0
551.4542896024534,944.7135020701228,0.12694739325706886
379.0086133910668,918.4331498534252,0.0
435.49218739795583,615.0973372662202,0.0
93.10690082316452,498.2355261469416,0.0
423.5577719504621,682.8581505663363,0.0
692.8287927340209,783.8090046583015,0.0
242.34969171901577,426.94818624870777,0.0
324.58937664575217,845.9793267936803,0.0
406.4536545753882,213.1407827261358,0.0
63.47426200575424,9.936769667307054,0.0
111.94896160110412,28.17000797696756,0.0
232.2662239212424,890.5300635884723,0.0
105.40744909334975,474.8923274936312,0.0
478.81085955988647,634.5873355632804,0.0
426.6990491044807,505.0407069323417,0.0
421.905174641003,980.1506385628848,0.0
818.0335905786537,246.0134767587033,0.0
764.3783547015191,114.0422788435248,0.0
702.5928514164406,277.09230458544255,0.0
839.2252827934059,383.4071145571779,0.0
595.6301213555602,512.028422348039,0.0
827.2985397080116,560.8264274591394,0.0
954.5021183132242,328.1944675953078,0.0
691.4331469696565,350.0502012555207,0.0
388.32731944624265,87.54583390930226,0.0
358.3923282896848,757.7626043966146,0.0
760.8200290567493,718.1694111756735,0.0
972.1520452391084,511.4743789604183,0.0
753.0239264119446,327.53986603217555,0.0
829.4259452749453,522.7901359006445,0.0
593.1068334860425,919.3386468180444,0.0
498.1676653330673,129.98221084110995,0.0
494.6603655415708,953.4700981524976,0.15078561078072422
626.5757463728839,344.76314813356004,0.0
460.8730251585553,831.8184761329679,0.0
399.66087648341073,363.1415790140015,0.0
776.7054573360319,918.1728827345684,0.0
423.067410602266,244.3727824388392,0.0
739.2135404348298,214.4408854046771,0.0
608.606454001922,183.90276819681063,0.0
202.19673095846048,749.7304568625028,0.0
771.0823777846448,669.0860571497727,0.0
72.84894672005626,169.69370224534163,0.0
583.8697599875389,569.450299078943,0.0
197.2274565636529,903.8943542093266,0.0
62.23591573702958,755.4700076994959,0.0
223.40272573249885,527.9671919913666,0.0
917.897332646006,644.2928863941497,0.0
518.7688661849384,678.6074113685169,0.3171022018073182
588.4891729239612,249.3671444858081,0.0
64.21206786157529,410.94443356439535,0.0
664.4450070960023,51.37696847250028,0.0
389.0697890537449,339.24544162083004,0.0
9.971326140589154,786.8276113219707,0.0
967.39422112891,132.48212753275968,0.0
527.4349394797404,876.4576592607905,0.0
735.1853651248896,550.1851672013769,0.0
193.1994627608513,18.60578301147553,0.0
518.3393861247484,121.00795798216237,0.0
137.26215550439647,327.62628754017686,0.0
313.42442788366185,402.6913337878378,0.0
788.0024074871305,255.77040190124768,0.0
535.8636614075318,783.7742833334394,0.0
481.4028104705581,169.98521517819697,0.0
221.37590858507596,491.7789225576714,0.0
145.36978378044196,45.38475544951037,0.0
340.04862304418225,496.3141762028955,0.0
242.8611988963277,172.54648896155632,0.0
716.4542282910219,677.13663550935,0.0
342.751460897277,43.65349399469864,0.0
551.2782165013571,314.4625488104468,0.0
850.8787569207431,82.72491116864667,0.0
143.17299033225007,836.0930593528087,0.0
285.0145108218618,855.9763056853385,0.0
702.9205278261521,360.4440279747162,0.0
557.051026031847,642.8669733268025,0.0
993.243422738814,838.9927314759864,0.0
510.9913084995199,528.3649801906685,0.0
716.8916708945793,588.9837724223273,0.0
793.5500879282549,726.5146299315285,0.0
160.43568669981312,252.16772320505189,0.0
275.49063548128373,862.9000027205833,0.0
691.3059086686769,845.1144718329825,0.0
126.74300355680155,855.792216348739,0.0
621.2858288480743,952.4699756565988,0.3765317998153406
212.3079677734674,250.9908434278917,0.0
53.08929671166607,488.37124130067457,0.0
633.2742715379576,455.3672999623495,0.0
99.18543226632316,48.43445466529306,0.0
678.1043434373071,470.1233863082165,0.0
537.520559825137,641.2676037451099,0.0
91.63189948255912,234.528021180792,0.0
957.9062231322832,384.8760747373199,0.0
605.1604339636026,732.0298022726708,0.4461423450065214
317.276934255166,525.6414532771503,0.0
165.00519679549797,83.9715118606228,0.0
815.5519492115103,234.4114001505817,0.0
190.6324649900053,544.0058428855586,0.0
895.9000256049698,712.6497962068973,0.0
16.958606940955633,124.63974711132131,0.0
657.2724918121634,266.65475350166355,0.0
216.9363699463757,434.03619811810825,0.0
768.9638995410946,66.8066057350597,0.0
973.42063136306,416.9856726401039,0.0
522.0622202820116,919.1034174646098,0.0
767.4529712749155,670.7428135051241,0.0
81.27627317861041,665.2789875512894,0.0
905.2032610039156,976.065766578776,0.0
993.908759437144,721.7534156274884,0.0
650.5391708301102,367.1248664090796,0.0
51.3260796496815,750.605129922607,0.0
260.21188193400747,690.9035298719418,0.0
879.0863462654814,194.92390882309408,0.0
444.1622527369517,7.524390723201435,0.0
741.1229858411062,20.36533256859796,0.0
939.3153799659372,626.4210509188556,0.0
496.8309416940996,177.99495095525597,0.0
575.1472520812844,435.628652354753,0.0
684.2726986187423,407.0638113954309,0.0
581.497622638278,52.59905481207794,0.0
832.125592893119,378.8193817914645,0.0
321.2881473945511,877.6009831828706,0.0
71.87150628905803,461.3905716346698,0.0
127.39413163821878,295.35903794435103,0.0
577.4790019923786,166.35375866473157,0.0
398.392940701084,565.0334676175978,0.0
21.4015689365501,242.1454402829644,0.0
940.6460779193884,471.7040516948749,0.0
188.6465293845143,856.1889987349891,0.0
747.3680343310454,513.6853813152304,0.0
407.4195480775136,259.1688148101401,0.0
963.667638669443,93.19439254805997,0.0
58.92571277933711,393.8378595436519,0.0
794.2555249182468,94.10545864259056,0.0
442.4078535894493,723.2145420901609,0.4741695300995478
911.6102396016142,417.6227021702955,0.0
87.34247230392178,320.31736308329084,0.0
208.46090348384715,441.0395146832408,0.0
106.39878822652229,13.36149717956614,0.0
372.43397188201567,871.2118324328558,0.0
98.19929781103598,620.4119196096262,0.0
868.0183855854651,127.45684653763313,0.0
527.6970577278021,266.69202632642066,0.0
273.55697849530367,875.8388024829792,0.0
930.7344456664188,973.6602466442512,0.0
367.8350887161236,597.1240732013724,0.0
57.58162292643909,617.6654642902115,0.0
260.0778562996365,994.0225805929908,0.0
359.77202287694973,535.0974654953634,0.0
672.696373447623,309.9575882051776,0.0
851.6706318356268,10.16235393046372,0.0
705.8640478760814,660.7122585350402,0.0
618.4808819655802,508.61076655876434,0.0
953.38417836848,51.37232902541244,0.0
790.6976535789865,443.7621795529988,0.0
681.0063589884204,881.8626489155132,0.0
798.5388190197319,891.5644560961774,0.0
421.2990464786146,608.1660401418503,0.0
92.56494016521468,535.792262294073,0.0
353.8977113841234,966.179523555776,0.0
465.93686235940345,516.2980963687652,0.0
652.9046770588504,960.3375572377528,0.0
864.3877361179051,416.7801968789978,0.0
195.19445806714572,863.7864062188376,0.0
560.5014529705132,231.4144435467329,0.0
890.5376597658448,606.0001901707808,0.0
588.3042152768998,560.2212142323312,0.0
626.132527933832,173.07685804868666,0.0
294.76286741254063,172.7214419782932,0.0
415.4718238385703,351.1839970333994,0.0
527.5233363746327,920.9000697115716,0.0
651.9786990994215,855.1676801136263,0.6112524969497898
615.8954372551334,512.1260997686674,0.0
781.0375730887798,232.0683413584348,0.0
385.70667322086,82.32137958949181,0.0
430.44855049717125,703.6040866229764,0.15135358632319096
296.38597557381786,870.3273015655027,0.0
763.2208915796467,775.56860767975,0.0
196.70392255238144,244.713814890238,0.0
677.4427450128059,117.2843833510564,0.0
570.6602804509527,851.0868616606831,0.0
987.9585608351646,843.3000073991001,0.0
521.1030466139654,15.06644505068655,0.0
318.1614744414343,163.54400415727466,0.0
915.724325270397,276.7763672738532,0.0
91.12034203917597,145.95159742636997,0.0
833.1863011536424,113.49751733073644,0.0
901.2233210808116,540.9740894982904,0.0
653.7654404550664,446.2427791170442,0.0
603.4582418186412,432.8537600626384,0.0
721.4105625573216,313.63504625570573,0.0
118.09555099423883,978.454064068371,0.0
535.2602515437817,1.6059636113453513,0.0
431.9391653193655,710.7283325505941,0.0
317.9605751494463,117.44307602591688,0.0
113.39349193013793,288.5229091824014,0.0
940.0686549999574,211.2288760769949,0.0
57.16471085886165,461.19512682707153,0.0
329.6791230977843,603.3028470123107,0.0
861.0796540357073,626.495140335882,0.0
653.7548875899839,799.993317817706,0.0
672.3170577626726,288.83376701018284,0.0
415.4278219970147,430.79525022610375,0.0
170.6139230306202,200.9865554034138,0.0
500.0783545388325,626.7432851949585,0.0
932.9708511681824,162.52406984933876,0.0
93.35959099501568,689.7654350028896,0.0
10.615551318129636,914.120289193481,0.0
238.54026666199655,641.6374175245808,0.0
187.81238159885427,129.46546320383624,0.0
888.5844451970914,779.3555702524319,0.0
48.298466985391975,803.5861397093533,0.0
796.4411256327453,246.17413018306237,0.0
103.00251564909668,886.7891736583103,0.0
794.0150758216762,10.35562816604363,0.0
426.9585881727278,865.9205321788637,0.0
60.93484091193724,719.4325199903088,0.0
388.3750341864387,130.51888747347172,0.0
515.154964141386,471.940842185409,0.0
796.0192338061044,496.7106009395392,0.0
683.2807216634178,583.188588162476,0.0
404.4038121681157,587.4667908351546,0.0
45.341466683706535,361.38216792057744,0.0
16.220948213803155,743.0711993815836,0.0
874.4974884391128,392.7562833318056,0.0
240.30233096056585,380.7681249982076,0.0
507.3490925581188,612.2164762989548,0.0
204.7020672539808,876.8710545198774,0.0
225.74869378673213,964.6751864905508,0.0
544.4608521293268,782.6442620422506,0.0
491.8541887078619,537.6847860697059,0.0
858.4328199078093,89.78071275994081,0.0
492.46243068150176,920.535357974094,0.0
220.73212046996397,137.89053837408338,0.0
954.1046961531906,977.3136788344542,0.0
524.7079144637048,588.1912829729187,0.0
907.0933106661269,82.88180562971448,0.0
900.2886255123476,472.0909414057605,0.0
882.5097053718736,163.47085666558968,0.0
238.1568109906748,567.5228193515072,0.0
715.9407094492176,231.46430789497185,0.0
682.1519233506939,673.2735834884409,0.0
743.6194564757295,968.4661775158156,0.0
123.82725398465745,785.2278803246994,0.0
655.2706447437633,909.2684453231868,0.25678268825264683
392.21522884861525,370.82562418835073,0.0
547.4226537397592,645.6702483136933,0.0
593.6400838149217,619.5326757813187,0.0
122.48580127424246,462.5219496228213,0.0
576.912993486282,525.3351039134573,0.0
82.78706224108434,41.7365923821138,0.0
815.9688337190235,626.8460931264058,0.0
606.9640481253376,400.49008706425207,0.0
503.0267240916303,230.95873056367887,0.0
243.9398640870487,546.017668016278,0.0
246.2194042648225,588.4224911508234,0.0
399.5900598867012,514.0537497130089,0.0
680.168715384639,901.0966384814736,0.0
345.512129757946,614.6150022906156,0.0
266.49428791178366,542.8712388277544,0.0
824.0487749869662,384.04580830951153,0.0
184.89401301869069,808.0012442996067,0.0
915.5834216710406,679.4636520329371,0.0
176.7343790030802,292.2827300216798,0.0
530.5687901531539,534.1193767934348,0.0
955.0997351267822,834.2122649579211,0.0
809.383182397014,494.7885782765866,0.0
847.337655950717,548.348961823162,0.0
77.84734769361745,851.6699814190006,0.0
821.7107590855717,844.1339312707055,0.0
214.6099789876015,793.3275814166775,0.0
129.49620882439982,405.27995907065184,0.0
247.7476512013005,200.7487369526536,0.0
954.5827646914374,665.8858099009335,0.0
48.39806140343417,428.3791636599855,0.0
131.4918488770912,476.1819353740904,0.0
885.8491059026102,725.0895640527239,0.0
333.98490702082984,987.008777777345,0.0
928.2059286075524,700.3086131571503,0.0
615.0495764080091,513.0077815777164,0.0
986.1087866312768,7.025803219302795,0.0
419.6007105643809,44.34782239898272,0.0
298.5683716958272,925.7747884679246,0.0
399.6387613628722,399.5369567016885,0.0
93.5776669030295,19.352138952914988,0.0
341.7948122906306,643.3088511817766,0.0
61.14433805023034,889.6727301719737,0.0
